6000 34083
2906 5000 890186
2906 5452 909762
2906 5617 492313
2907 3881 34351
2907 3966 913117
2907 4945 999496
2907 5201 587708
2907 5525 705471
2907 5947 398100
2908 2966 321934
2908 3898 189313
2908 4431 299023
2908 5013 919504
2908 5439 393759
2909 3639 283941
2909 3932 708843
2909 4033 29605
2909 4583 39431
2909 4883 9990
2909 5774 430634
2910 3408 18337
2910 4209 47968
2910 4315 327900
2910 5114 747519
2910 5291 113734
2911 3621 412752
2911 4378 876213
2911 4551 351515
2911 4601 97906
2911 5048 349698
2911 5789 789904
2912 3554 345682
2912 4500 686631
2912 5068 906579
2912 5523 157069
2913 3168 721385
2913 3532 986506
2913 3711 247883
2913 3742 981912
2913 4444 625744
2913 4451 658814
2913 4751 726184
2913 5071 314353
2913 5504 645771
2913 5898 663529
2913 5916 76044
2914 3609 551989
2914 3753 628618
2914 4312 755603
2914 4342 899821
2914 4547 23414
2914 4728 917063
2914 5668 648063
2914 5757 906203
2914 5869 728184
2915 3836 746483
2915 4573 534596
2915 4752 916525
2915 5462 757576
2915 5860 648731
2916 3831 462777
2916 4779 496063
2916 5165 876863
2916 5174 909772
2916 5201 698569
2916 5730 693211
2917 3386 857621
2917 3449 763671
2917 4177 962598
2917 4401 731004
2917 4473 673316
2917 5065 802606
2917 5898 962305
2918 3148 127384
2918 3637 639148
2918 3789 844792
2918 4343 197894
2918 4989 935918
2918 5646 531029
2919 3104 224235
2919 3909 931009
2919 4757 517224
2919 4781 804931
2919 5594 308251
2919 5873 705241
2920 3790 507842
2920 4533 796526
2920 4896 773976
2920 5797 10855
2921 3326 371995
2921 3699 228298
2921 4687 33290
2921 5637 141016
2921 5753 409490
2921 5996 466925
2922 3364 500496
2922 3878 284724
2922 4182 376116
2922 5180 685544
2922 5850 171223
2923 3335 484097
2923 3427 735739
2923 3772 821299
2923 4326 954753
2923 4611 278930
2923 4653 803276
2923 5216 35347
2923 5500 529035
2924 3802 512307
2924 4473 305675
2924 5267 853188
2925 3022 229299
2925 3114 678641
2925 3431 647666
2925 3797 65084
2925 4551 682461
2925 5366 56103
2926 3646 10851
2926 4033 777649
2926 4922 533015
2926 5481 745587
2927 3516 190415
2927 4391 163895
2927 4472 641549
2927 5156 861620
2927 5794 686137
2928 3657 881125
2928 4236 872395
2928 4722 775662
2928 4866 468298
2928 5690 576598
2929 3472 587445
2929 3607 885543
2929 4288 751149
2929 4386 43267
2929 5176 176042
2929 5202 80668
2930 3388 238564
2930 4352 136430
2930 4550 719100
2930 5238 727930
2930 5454 454270
2930 5770 386057
2931 3743 370703
2931 4194 213761
2931 4641 463349
2931 4838 593585
2931 5722 615233
2932 3265 174848
2932 3780 49374
2932 4001 170183
2932 4299 199682
2932 4389 938618
2932 4492 428291
2932 5201 79794
2932 5414 774281
2932 5821 272884
2933 3615 910047
2933 3994 152136
2933 4794 422829
2933 5270 441352
2933 5676 480715
2934 3065 354047
2934 3837 967001
2934 4602 188996
2934 5129 825418
2934 5150 578621
2934 5177 757480
2935 3023 837269
2935 3490 712368
2935 3514 468703
2935 3558 717061
2935 4299 436427
2935 4839 18896
2935 5086 1019
2935 5326 392008
2935 5404 33172
2935 5890 868476
2936 3419 788240
2936 4349 406365
2936 4351 391306
2936 5328 894032
2937 3169 832119
2937 3563 187702
2937 4041 906421
2937 4789 449878
2937 5262 551493
2937 5558 9016
2937 5938 261898
2938 3557 170254
2938 4364 63790
2938 5099 909283
2938 5175 676221
2939 3296 598934
2939 4163 238663
2939 5069 754251
2939 5504 608493
2939 5865 889832
2940 3131 312600
2940 4065 97068
2940 4485 36778
2940 5196 977787
2940 5702 277960
2940 5863 154128
2941 3260 734266
2941 4200 970601
2941 4889 80512
2941 5704 459050
2942 3623 697708
2942 4318 798931
2942 4808 388187
2942 5448 7674
2943 3125 320269
2943 3132 162249
2943 3817 222784
2943 4124 266823
2943 4409 456266
2943 4740 16765
2943 5207 348654
2943 5581 308762
2944 3006 389269
2944 3418 338111
2944 4120 97449
2944 4282 848400
2944 5005 153656
2944 5935 314366
2945 3596 379547
2945 4533 639661
2945 4672 286977
2945 5108 236449
2945 5900 725077
2945 5959 841126
2946 3823 189775
2946 4029 938638
2946 4398 404623
2946 5296 78136
2946 5374 912955
2946 5950 811243
2947 3598 481246
2947 4226 419016
2947 4788 484282
2947 5695 156855
2948 3345 443827
2948 4066 642198
2948 4680 744149
2948 4932 355092
2948 5909 481132
2949 3483 419765
2949 4061 932509
2949 4071 681066
2949 4653 176965
2949 5642 2824
2950 3589 484066
2950 4226 413007
2950 5201 2270
2951 3776 642555
2951 4433 760004
2951 4705 775854
2951 5318 889420
2951 5771 629056
2952 3884 690266
2952 4514 560696
2952 4705 352138
2952 4759 974256
2952 5474 518018
2952 5715 62891
2952 5738 824883
2953 2965 754237
2953 3239 9281
2953 3380 22455
2953 4208 615802
2953 4658 797103
2953 5657 56418
2954 3406 685470
2954 4368 192387
2954 5095 30596
2954 5522 668921
2954 5599 126836
2955 3747 161201
2955 3860 505682
2955 4079 364347
2955 4408 173586
2955 4984 791606
2955 5843 600720
2956 3642 732869
2956 3847 148140
2956 4063 685623
2956 4416 725023
2956 4852 478319
2956 5605 779518
2956 5863 219535
2957 3291 346366
2957 3593 883481
2957 4151 147418
2957 4657 674133
2957 5414 990838
2958 3642 782440
2958 4562 263755
2958 4753 381609
2958 5721 258400
2958 5813 670187
2959 3404 395205
2959 4205 908115
2959 5158 127318
2959 5526 48488
2959 5973 374057
2960 3709 257534
2960 4464 396518
2960 4499 92887
2960 5121 153873
2961 3266 452660
2961 4130 835060
2961 4976 901824
2961 4999 340245
2961 5911 534561
2962 3670 929761
2962 4428 285822
2962 4489 308427
2962 5026 839900
2962 5896 109593
2962 5989 165974
2963 3810 78839
2963 4315 779085
2963 4772 716729
2963 5148 591117
2963 5528 756243
2964 3541 658063
2964 4435 624174
2964 4757 341454
2964 4884 500033
2964 5442 605889
2964 5640 62623
2965 3699 418870
2965 4227 663678
2965 5185 29853
2965 5681 856160
2966 3966 151592
2966 4458 826728
2966 5422 719608
2966 5877 660206
2967 2998 834616
2967 3367 904204
2967 4300 326823
2967 4627 973317
2967 5003 451215
2967 5513 693350
2967 5734 829599
2967 5946 745753
2968 3137 291953
2968 3253 654681
2968 3885 699471
2968 4149 45479
2968 4339 710231
2968 4770 38648
2968 5551 459910
2968 5577 237748
2968 5851 739230
2968 5880 288448
2969 3662 402824
2969 3776 476207
2969 4293 950338
2969 4442 724732
2969 4876 348125
2969 5125 504387
2969 5713 177929
2970 3024 500544
2970 3865 679599
2970 3984 264627
2970 4574 130255
2970 5102 69620
2971 3124 808845
2971 3498 974601
2971 4242 796071
2971 5010 978213
2971 5631 506288
2972 3093 231016
2972 3421 475246
2972 4033 678066
2972 4862 964892
2972 5289 566239
2972 5716 82623
2973 3870 347245
2973 4289 839151
2973 4409 66390
2973 4550 274277
2973 5128 318870
2973 5349 301325
2974 3962 279533
2974 4866 681627
2974 5288 547029
2975 3076 22270
2975 3673 576166
2975 4119 664488
2975 5060 517684
2975 5323 790915
2976 3135 654508
2976 3414 194310
2976 4037 343020
2976 4835 33251
2976 5428 236667
2976 5895 552269
2977 3783 348149
2977 4633 655433
2977 5551 834878
2977 5965 487023
2978 2989 63184
2978 3926 964850
2978 4398 358972
2978 4506 562387
2978 5334 482623
2979 3437 676928
2979 4297 258477
2979 4370 9111
2979 4787 864091
2979 5712 61685
2980 3711 409829
2980 3946 953163
2980 4689 887464
2980 5613 2117
2980 5916 854290
2981 3572 819136
2981 3688 977562
2981 4279 915502
2981 5017 429213
2981 5752 48199
2982 3576 823024
2982 4484 150056
2982 5272 113999
2982 5601 910473
2983 3042 836649
2983 4007 757573
2983 4746 818781
2983 5590 353855
2984 3114 935499
2984 3135 501265
2984 4097 224934
2984 4300 236815
2984 4967 909768
2984 5512 922218
2985 3475 261589
2985 3982 692898
2985 4354 928857
2985 4576 537196
2985 5159 971284
2985 5996 738904
2986 3913 74032
2986 3956 595782
2986 4414 755176
2986 5038 917482
2986 5822 852589
2987 3974 89399
2987 4400 163106
2987 4691 454995
2987 5391 34136
2987 5966 26562
2987 5991 343302
2988 3234 880494
2988 3579 897881
2988 4257 18248
2988 4685 12608
2988 5308 732475
2989 3069 3998
2989 3777 228913
2989 3907 541296
2989 4574 546472
2989 4612 904096
2989 5181 154684
2989 5263 921272
2990 2998 464182
2990 3834 935310
2990 4421 326086
2990 4568 215287
2990 4878 619180
2990 5756 399742
2990 5887 358504
2991 3855 153583
2991 4408 477927
2991 5247 945686
2991 5814 786510
2992 3596 690601
2992 3665 837288
2992 3696 155693
2992 4143 674394
2992 5009 458286
2992 5056 555808
2992 5771 458197
2992 5858 41029
2993 3957 957118
2993 4808 395820
2993 5481 531070
2993 5875 774581
2994 3227 720263
2994 3781 751094
2994 3892 227162
2994 4578 963184
2994 5371 524072
2994 5591 639595
2995 3080 97876
2995 3936 327244
2995 4523 815405
2995 4849 955967
2995 4969 135646
2995 5045 150974
2995 5502 35104
2995 5537 597206
2996 3019 561790
2996 3305 235580
2996 4180 291401
2996 4265 270917
2996 4841 76233
2996 5173 889799
2996 5992 509793
2997 3040 867001
2997 3510 244985
2997 3907 603152
2997 4850 91520
2997 5639 630374
2998 3595 181825
2998 4467 383802
2998 4963 648250
2998 5899 37786
2999 3161 329182
2999 3419 562078
2999 3524 971843
2999 3930 506255
2999 3939 899550
2999 4772 534055
2999 5314 188658
2999 5345 965294
3000 3325 56810
3000 4266 643050
3000 4909 349893
3000 5775 256518
3000 5814 332718
3000 5926 711978
3001 3286 3139
3001 3310 200546
3001 3871 832484
3001 4603 954970
3001 4685 892745
3001 5548 538918
3001 5691 653761
3002 3176 619050
3002 3896 734854
3002 4747 599016
3002 4995 491497
3002 5896 235469
3003 3942 568182
3003 4764 910916
3003 5436 23110
3003 5834 671051
3004 3962 503530
3004 4693 466927
3004 5300 837827
3004 5438 413876
3005 3899 657795
3005 4389 626943
3005 4899 270696
3005 5689 292525
3006 3640 241425
3006 4043 91348
3006 4754 968585
3006 4919 867626
3006 5523 316274
3006 5543 94655
3007 3984 114532
3007 4687 793256
3007 5174 355529
3007 5563 403362
3008 3290 61152
3008 3621 782224
3008 3630 943026
3008 3991 79886
3008 4303 428351
3008 4605 24718
3008 5295 794369
3008 5941 329211
3009 3259 161832
3009 3616 544256
3009 4064 802690
3009 4843 252154
3009 5132 648269
3009 5158 776033
3010 3877 931314
3010 4351 449201
3010 5232 416487
3010 5802 347598
3011 3892 775944
3011 3909 73950
3011 4538 128385
3011 5130 141191
3011 5849 33197
3011 5864 783079
3012 3826 102116
3012 4048 805968
3012 4448 400843
3012 5437 990432
3012 5602 706859
3012 5691 630642
3013 3335 563476
3013 3659 531919
3013 4494 630208
3013 5348 910208
3013 5850 119838
3014 3107 261025
3014 3761 837289
3014 4148 161085
3014 4876 634204
3014 5068 167305
3014 5583 993948
3015 3871 500727
3015 3878 626066
3015 4690 716649
3015 5155 639489
3015 5271 395792
3015 5670 856307
3016 3620 282862
3016 4465 631793
3016 5258 83293
3017 3816 920577
3017 4363 376883
3017 5015 640103
3017 5437 535308
3018 3735 136151
3018 4203 167444
3018 4356 625534
3018 4959 455153
3018 5305 262091
3018 5570 352489
3019 3938 894832
3019 4378 907132
3019 4402 577232
3019 5322 257316
3019 5711 477074
3019 5947 992291
3020 3259 632389
3020 3333 113899
3020 3683 709794
3020 3724 744821
3020 4305 472197
3020 5003 532539
3020 5345 843399
3021 3979 195884
3021 4788 803232
3021 4847 722604
3021 5202 297439
3022 3648 554750
3022 4216 448700
3022 4550 794858
3022 4897 343928
3022 5136 378424
3022 5954 172592
3023 3881 433760
3023 4375 696407
3023 5181 47033
3023 5277 680204
3023 5278 835409
3023 5709 135166
3024 3866 857765
3024 4204 813280
3024 5144 353319
3024 5517 992863
3024 5879 649710
3025 3734 993634
3025 4037 32132
3025 4484 420246
3025 5173 675661
3025 5522 667539
3025 5581 723510
3026 3532 403710
3026 4447 863914
3026 4935 240432
3026 5828 828333
3027 3609 641608
3027 4089 753900
3027 5066 797695
3027 5324 692038
3028 3994 202019
3028 4051 274449
3028 4513 769654
3028 4999 845474
3028 5349 95024
3029 3885 325938
3029 4270 299917
3029 4470 142650
3029 4870 671632
3029 5408 440733
3029 5576 78475
3030 4029 832370
3030 4041 888693
3030 5016 333050
3030 5459 663296
3030 5519 339855
3031 3904 625856
3031 4478 550346
3031 4680 492949
3031 5253 178413
3032 3341 478325
3032 3418 221958
3032 3490 921708
3032 4333 564156
3032 4556 978317
3032 5392 815226
3032 5423 803851
3032 5685 748009
3032 5929 727061
3033 3337 66911
3033 3722 409532
3033 3833 263314
3033 4055 7668
3033 4309 276798
3033 4381 575135
3033 4484 664396
3033 5043 94412
3033 5858 263267
3034 4001 503841
3034 4916 31158
3034 5326 815949
3034 5678 55676
3034 5980 4600
3035 3985 709255
3035 4971 389690
3035 5749 91452
3036 3387 99115
3036 3635 904501
3036 3817 500734
3036 4768 465929
3036 5408 871362
3037 3291 381964
3037 3349 642095
3037 4224 153215
3037 4724 203175
3037 5286 49527
3037 5758 25513
3038 3459 734763
3038 4399 197462
3038 5288 322391
3038 5740 997595
3039 3090 902091
3039 3121 793136
3039 3158 205312
3039 3930 66751
3039 4329 290029
3039 5035 97460
3039 5502 319584
3039 5520 925971
3040 3971 975493
3040 4545 813444
3040 4636 130351
3040 5186 555034
3040 5990 434442
3041 3649 432033
3041 3914 987014
3041 4029 554652
3041 4171 529508
3041 5126 448269
3041 5376 251709
3042 3997 865516
3042 4105 880891
3042 4634 629078
3042 5623 936815
3043 3605 750254
3043 3609 372912
3043 4409 516389
3043 4473 765593
3043 4626 428027
3043 5243 241773
3043 5275 48088
3043 5691 711529
3044 3766 159793
3044 3954 840782
3044 4384 251498
3044 4673 633893
3044 5053 855173
3044 5367 52372
3045 3272 811286
3045 3853 861587
3045 4394 873384
3045 5361 917608
3046 3517 345630
3046 4454 46244
3046 4464 401024
3046 4471 988538
3046 5429 948085
3046 5752 701501
3047 3151 952995
3047 3298 229348
3047 3668 866671
3047 4325 137742
3047 4971 908887
3047 5342 717231
3047 5807 165915
3048 3832 83519
3048 4758 469258
3048 5250 615219
3049 3550 16238
3049 4402 211039
3049 4946 338936
3049 5655 729044
3050 3214 682034
3050 3501 700511
3050 4253 5958
3050 4416 937845
3050 5367 134401
3050 5578 414533
3051 3172 521491
3051 4169 168991
3051 4933 555254
3051 5412 398982
3051 5507 853335
3052 3350 580721
3052 3457 833233
3052 4234 204502
3052 4603 443944
3052 5483 616660
3053 3684 138965
3053 3996 624475
3053 4259 20713
3053 4940 250796
3053 5510 113157
3053 5788 11570
3053 5928 72397
3054 4024 471375
3054 4637 282656
3054 5571 680914
3054 5940 878396
3055 3552 599245
3055 4411 796441
3055 4531 640870
3055 5117 688754
3055 5295 859902
3055 5867 132444
3056 3660 383235
3056 4187 486761
3056 5047 850448
3056 5295 744257
3056 5905 714573
3057 3632 997224
3057 3892 833840
3057 4832 46007
3057 5158 729441
3057 5401 888540
3057 5626 647367
3058 3868 852468
3058 4798 392063
3058 4834 990725
3058 5498 571995
3059 3601 575103
3059 3764 961989
3059 4110 822771
3059 5057 574918
3059 5150 48525
3059 5636 722356
3060 3837 284710
3060 4222 711217
3060 5171 667924
3060 5960 93667
3060 5984 801955
3061 3366 194013
3061 3879 79030
3061 3904 232860
3061 4233 94570
3061 5187 531495
3061 5738 668304
3062 3911 759569
3062 4613 549725
3062 5015 180410
3062 5443 346183
3062 5554 727817
3062 5945 911415
3063 3595 5077
3063 4055 645486
3063 4606 746768
3063 5096 128419
3063 5885 338870
3064 3181 433436
3064 3405 326612
3064 3739 353879
3064 4308 991186
3064 5099 655274
3065 3258 352031
3065 3939 340375
3065 4429 733497
3065 4542 244904
3065 5471 757648
3065 5796 820392
3065 5921 750231
3066 4033 878645
3066 4325 97836
3066 4588 704412
3066 5203 441842
3066 5570 53952
3067 4002 561485
3067 4504 432561
3067 5238 936050
3067 5821 624419
3068 3140 874263
3068 4021 879328
3068 4208 464528
3068 4856 372930
3068 4857 912230
3068 5286 659323
3068 5504 365724
3069 3549 70131
3069 3666 21673
3069 4512 891420
3069 4892 394784
3069 5789 759238
3070 3700 211635
3070 3971 696048
3070 4018 246346
3070 4673 711283
3070 4690 639197
3070 4844 804020
3070 4963 76158
3070 5204 984903
3071 3530 350622
3071 3856 603294
3071 3952 846446
3071 4911 70945
3071 5768 442342
3071 5841 707109
3072 3832 295091
3072 4386 454034
3072 4516 933956
3072 5240 77788
3072 5822 858744
3073 3808 662760
3073 4255 929893
3073 5251 746701
3073 5315 918810
3073 5629 223393
3073 5725 550765
3074 3128 138058
3074 3167 105747
3074 3645 547499
3074 3663 962241
3074 4244 785927
3074 4511 350067
3074 5385 149346
3074 5583 881459
3074 5664 177530
3075 3263 422976
3075 4044 82540
3075 4712 395849
3075 5053 783337
3075 5286 523440
3075 5732 205419
3076 3927 45809
3076 4863 141332
3076 5162 148957
3077 3957 934879
3077 4491 785946
3077 4591 701879
3077 4730 568910
3077 5686 907669
3078 3573 846992
3078 3800 496034
3078 3808 914075
3078 4179 832696
3078 4834 537162
3078 4971 255073
3078 5970 704343
3079 3365 362022
3079 3889 198242
3079 4823 846407
3079 5287 534471
3079 5983 820567
3080 3266 905824
3080 3915 302854
3080 4180 876147
3080 4370 760847
3080 4895 199201
3080 5160 385899
3080 5400 240924
3080 5804 231381
3081 3835 452071
3081 4400 729043
3081 4485 240092
3081 4761 796022
3081 5603 576743
3082 3619 913657
3082 3796 146726
3082 4268 545829
3082 5192 62093
3082 5512 632117
3083 3927 347665
3083 4475 729094
3083 5375 287823
3083 5868 643632
3084 3683 95699
3084 4405 93641
3084 4536 886165
3084 4801 222152
3084 4803 630359
3084 5786 240542
3084 5794 152164
3085 3916 214340
3085 4803 458275
3085 4810 18003
3085 5364 12206
3085 5375 328105
3085 5666 294266
3086 3222 454246
3086 3298 790738
3086 4234 562154
3086 4956 492422
3086 5266 937990
3086 5831 453668
3087 3986 210557
3087 4686 968414
3087 4850 24886
3087 5596 500054
3087 5749 368108
3088 3794 380310
3088 4556 608810
3088 5504 727028
3088 5580 580439
3088 5845 173507
3089 3641 252008
3089 3883 739973
3089 4197 742583
3089 5082 670333
3090 3873 880885
3090 4843 755549
3090 5240 480856
3090 5530 11450
3090 5534 822749
3090 5732 244713
3091 4050 369870
3091 4400 238338
3091 4693 454140
3091 5643 800799
3092 3945 52803
3092 4194 439825
3092 4658 888831
3092 4715 939796
3092 4813 714196
3092 4837 172071
3092 5573 848424
3093 3470 859870
3093 3743 747125
3093 4158 377985
3093 4681 449729
3093 4879 340228
3093 4938 891494
3093 5297 140364
3093 5934 652370
3094 3529 798618
3094 3914 47254
3094 4707 723446
3094 4748 919894
3094 5733 324068
3095 3815 172488
3095 4689 864452
3095 5390 878150
3096 3563 772483
3096 4005 453195
3096 4033 451021
3096 4634 960874
3096 5010 797965
3096 5516 414097
3097 3389 729063
3097 4298 994545
3097 5149 190706
3097 5730 852744
3098 4094 944699
3098 4851 510835
3098 5771 465560
3099 3517 593480
3099 3866 889252
3099 4783 548896
3099 5058 155290
3099 5902 919500
3099 5915 520808
3099 5916 331109
3100 3392 60167
3100 3981 30836
3100 4346 333294
3100 5110 362108
3100 5438 867116
3100 5589 595440
3100 5883 545426
3101 3278 145843
3101 3745 565881
3101 4183 358739
3101 4951 510069
3101 5323 353968
3101 5883 947388
3102 3663 278493
3102 4462 71208
3102 4465 725391
3102 4501 364372
3102 4529 147155
3102 5000 85711
3102 5262 65977
3102 5757 424912
3103 3589 895088
3103 4174 429308
3103 4486 825027
3103 4876 608436
3103 4963 334766
3103 5358 764650
3103 5855 353517
3104 4089 936315
3104 4851 931992
3104 4900 489153
3104 5607 269433
3104 5906 55533
3105 4018 121506
3105 4999 591824
3105 5247 843822
3105 5502 522836
3105 5975 980570
3106 3321 589001
3106 3965 461332
3106 4356 480294
3106 5180 421260
3106 5379 336813
3106 5945 666964
3107 4074 156112
3107 4280 321399
3107 5039 169738
3107 5272 992027
3107 5859 778218
3108 3942 138387
3108 4390 96022
3108 5246 84017
3108 5821 538074
3109 3328 515753
3109 3432 672512
3109 4004 678363
3109 4710 628736
3109 4987 652022
3109 5866 604247
3109 5991 44440
3110 3345 214174
3110 3566 625261
3110 3674 445790
3110 3772 594946
3110 3941 828901
3110 4252 28380
3110 5162 683889
3110 5959 618627
3111 3656 875730
3111 4618 374120
3111 4703 50024
3111 4903 106365
3111 5292 449434
3112 3625 493870
3112 3920 176104
3112 3955 852871
3112 4311 762498
3112 4964 526810
3112 5399 399177
3113 3210 427552
3113 4173 281338
3113 4869 403589
3113 5305 141596
3113 5616 738754
3114 3861 305125
3114 4119 972463
3114 4628 692
3114 5393 66377
3114 5946 901063
3115 4054 753929
3115 4882 481436
3115 5811 86989
3116 3217 442690
3116 3532 912004
3116 3533 717652
3116 3580 147589
3116 4016 596642
3116 4263 646541
3116 4960 292997
3116 4969 179958
3116 5772 991521
3117 3684 57893
3117 3877 398629
3117 4590 394135
3117 5492 376896
3118 3948 463880
3118 4729 722287
3118 5642 183451
3118 5924 166917
3119 3448 830854
3119 3682 685970
3119 3778 971774
3119 4440 583445
3119 5218 494620
3119 5461 947650
3120 3930 521890
3120 4731 777790
3120 5329 260935
3120 5368 231845
3121 3990 212072
3121 4967 923155
3121 5948 99780
3122 3367 517226
3122 3479 149098
3122 3934 365434
3122 4124 330580
3122 4567 506634
3122 4920 207414
3122 5144 234354
3122 5162 767389
3122 5397 265822
3122 5920 611189
3123 3684 843029
3123 3981 225433
3123 4074 612277
3123 5005 690077
3123 5405 738719
3124 3745 901830
3124 4508 588079
3124 5115 113308
3124 5117 980054
3124 5402 721710
3125 3633 956059
3125 4461 808249
3125 4751 885001
3125 5518 323478
3125 5967 894331
3126 3871 636112
3126 4813 785373
3126 4851 944370
3126 5620 39756
3126 5655 275745
3127 3276 380172
3127 3812 772456
3127 3981 737941
3127 4717 536879
3127 5465 949599
3128 4055 757843
3128 4625 945928
3128 5230 561399
3128 5954 38288
3129 3597 674395
3129 3783 865192
3129 4211 926556
3129 4519 15184
3129 5457 671053
3129 5918 571090
3130 4126 859893
3130 4862 485289
3130 5486 919614
3130 5870 234574
3131 3441 992413
3131 3901 966589
3131 4266 211859
3131 4574 691004
3131 4673 953131
3131 5063 954640
3131 5730 857174
3132 4106 388705
3132 4582 917378
3132 4743 396917
3132 5332 125512
3133 3458 610796
3133 4234 787290
3133 4409 292702
3133 4585 74841
3133 4691 882992
3133 5112 937826
3133 5954 431085
3134 3426 900563
3134 4341 21931
3134 4566 884088
3134 5384 965203
3134 5520 761649
3135 3431 158562
3135 3944 809160
3135 4654 235193
3135 4953 989842
3135 5427 506830
3135 5962 255006
3136 4128 137993
3136 4562 538169
3136 4744 86870
3136 5082 816477
3136 5507 710257
3137 3786 110692
3137 4354 704203
3137 5178 568569
3137 5301 583475
3137 5423 986991
3138 3321 222179
3138 3598 681376
3138 4598 352106
3138 5504 16005
3138 5619 564253
3139 3687 102418
3139 3857 676418
3139 4608 235998
3139 4798 12359
3139 5543 919194
3139 5586 397668
3140 3358 966232
3140 4221 122692
3140 4922 746205
3140 5588 901240
3140 5963 876946
3141 3867 229047
3141 4732 261731
3141 4889 627117
3141 4956 785060
3141 5482 351593
3142 3771 587586
3142 3781 43987
3142 4459 593556
3142 4836 92346
3142 5128 738950
3143 3649 861638
3143 4623 238710
3143 5274 202213
3143 5706 286596
3143 5873 969161
3144 3175 747239
3144 3669 991148
3144 3971 12553
3144 3992 30894
3144 4362 268653
3144 4833 664735
3144 5817 829505
3145 3857 921846
3145 4782 767662
3145 4896 434
3145 5539 830443
3145 5674 555297
3146 3712 841888
3146 3878 448079
3146 4099 214200
3146 4408 617718
3146 5099 874614
3146 5361 475068
3147 4130 743716
3147 4804 318070
3147 4851 386178
3147 5550 634115
3147 5917 600628
3148 3628 601057
3148 4038 667923
3148 4578 102706
3148 5495 319109
3149 3231 283535
3149 3388 797634
3149 4228 985226
3149 4900 869805
3149 5735 510739
3150 3968 770803
3150 4293 103239
3150 4490 750854
3150 5423 10311
3150 5639 796560
3150 5713 412699
3151 3986 596969
3151 4486 94892
3151 4720 105960
3151 4896 913671
3151 5383 923336
3152 3478 424909
3152 4150 254482
3152 4890 290410
3152 5371 825561
3152 5927 427161
3153 3258 178010
3153 3333 480415
3153 3554 437635
3153 4391 682272
3153 5334 884675
3153 5918 138446
3154 3971 244401
3154 4057 39488
3154 4940 491422
3154 5423 18564
3155 3309 789394
3155 3722 369916
3155 4592 814973
3155 5411 279031
3155 5522 933927
3155 5554 417542
3155 5888 210257
3156 3678 408876
3156 4140 224196
3156 4595 377907
3156 4697 330276
3156 5348 288192
3156 5455 772538
3157 3746 307449
3157 4376 749099
3157 5210 234399
3157 5216 465060
3157 5931 582828
3158 3336 33103
3158 3801 759719
3158 4233 927721
3158 4467 786957
3158 5055 370699
3158 5551 541047
3159 4109 387670
3159 4708 568493
3159 5480 692488
3160 3872 516285
3160 4650 208810
3160 4764 860176
3160 4927 78173
3160 5814 943343
3161 3225 976441
3161 3292 44134
3161 3512 500139
3161 3875 243528
3161 3950 62413
3161 3969 410473
3161 4678 51324
3161 4812 247311
3161 4972 588261
3161 5115 516960
3161 5435 972427
3162 3288 101892
3162 3545 133644
3162 3954 461499
3162 4932 35014
3162 5490 569770
3162 5918 790043
3163 3726 965405
3163 4234 976993
3163 4395 40883
3163 4852 387873
3163 5402 185594
3163 5930 744714
3164 3834 261669
3164 4351 96448
3164 5101 143998
3164 5432 440011
3165 3904 417857
3165 4867 446105
3165 5278 440733
3166 3615 467069
3166 4409 919206
3166 5334 170786
3167 3322 558242
3167 3905 902708
3167 4084 35466
3167 4497 550380
3167 4980 425434
3167 5873 255930
3168 4054 970612
3168 4591 342875
3168 5290 720394
3168 5476 344155
3168 5628 687270
3168 5658 837956
3168 5988 107828
3169 3775 278609
3169 3994 701764
3169 4189 137157
3169 4653 613377
3169 5267 251880
3170 3618 677309
3170 4611 620729
3170 5447 150234
3170 5779 358728
3171 3553 79117
3171 4191 833536
3171 4807 426907
3171 5721 317572
3172 3909 591076
3172 4099 166697
3172 4741 723305
3172 5628 497798
3173 3433 186763
3173 4425 813364
3173 4983 289652
3173 5335 172286
3174 3755 279970
3174 4314 58037
3174 4661 300027
3174 4683 119235
3174 5322 740928
3174 5466 97210
3175 3407 204633
3175 3808 437928
3175 4431 99705
3175 5242 95772
3176 3598 282531
3176 3758 420785
3176 4194 845811
3176 4678 522722
3176 5672 400420
3176 5707 412556
3177 3558 712578
3177 4380 723967
3177 4592 546102
3177 4698 105773
3177 5007 378341
3177 5757 793713
3178 3550 409765
3178 3973 4143
3178 4550 414200
3178 4567 426092
3178 4895 153457
3178 5790 186815
3178 5960 496244
3179 3383 908795
3179 3761 599940
3179 4125 883556
3179 5024 629932
3179 5673 947360
3179 5721 846961
3180 3977 157021
3180 4282 987172
3180 4411 465083
3180 4718 436710
3180 5344 310679
3180 5489 746957
3180 5616 167395
3180 5731 656652
3181 3873 168207
3181 4293 632074
3181 4432 710140
3181 5053 608393
3181 5468 461625
3182 3644 824933
3182 4432 187263
3182 5377 56096
3183 3256 37526
3183 3340 18134
3183 3487 992763
3183 3762 696455
3183 3999 564669
3183 4564 629889
3183 4859 700261
3183 4946 317070
3183 5624 82581
3184 3482 690969
3184 4449 342274
3184 4510 508433
3184 4708 160852
3184 4747 149146
3184 5039 902820
3184 5605 287169
3184 5857 748700
3185 3547 662326
3185 4309 583602
3185 4647 79683
3185 5129 487988
3186 4107 805054
3186 4719 610501
3186 5321 509265
3187 4108 851534
3187 4982 773353
3187 5709 741725
3188 3408 991368
3188 3962 931141
3188 4491 505809
